a,b,c,d,n,t,v,D,infeasible
307.85992,945.6317,157.59508,114.0262,3.2062886,44.50056,15754.484,4.1856914,0
209.85304,1225.2698,510.9297,191.20496,2.0613294,30.517626,44389.773,9.064642,0
191.98862,1026.6526,237.77701,127.70076,2.0765064,27.757244,18266.096,4.736326,0
275.6227,841.6178,169.87276,153.32878,2.8699543,33.63589,21756.254,5.608034,0
259.80933,984.7568,169.36626,162.61787,1.9879562,6.910473,26553.09,6.746467,0
341.36792,1134.1105,438.53522,157.02495,3.2741864,40.600616,31849.912,7.576847,0
210.98051,1344.3553,154.47508,145.60413,3.2460637,25.724745,27353.71,6.702061,0
199.61111,443.88028,414.73804,151.77377,4.518426,9.901029,15115.947,4.4357114,0
95.22815,1792.4067,87.04745,57.716743,3.8823018,14.846756,6696.84,1100.0,1
188.95679,757.69244,114.32703,64.901405,3.032561,15.996299,6018.1416,1.8023664,0
375.6206,1113.4766,367.43744,138.81236,3.0871289,41.476784,26228.064,6.42269,0
208.63911,1233.8517,149.26701,115.49926,2.5895073,47.359547,17463.092,4.85161,0
434.28162,1016.5244,524.9217,182.12259,1.6912552,27.728281,39527.125,8.063433,0
213.59438,1370.1177,236.63025,80.30881,3.476101,26.709566,11841.686,1100.0,1
203.80983,987.9298,312.67062,186.55742,4.1963825,31.90289,33928.63,7.7521152,0
149.85265,1329.3954,286.9649,119.77198,1.6001023,20.848362,19765.69,5.097735,0
113.02237,1605.7053,234.10931,103.88999,1.4996052,19.135052,17258.938,4.863493,0
397.55936,566.0004,423.04022,144.6763,2.9827526,40.26626,19599.084,5.3690977,0
133.90503,815.72394,171.76443,59.392185,2.9393733,14.080028,5343.1113,1100.0,1
465.91504,537.33655,454.3858,157.01064,2.1256807,23.201277,22450.33,5.1902437,0
137.89102,1352.7551,226.60007,86.524475,3.247688,6.332327,11730.218,1100.0,1
173.32501,640.92523,208.63994,152.13805,2.3098834,33.53878,16470.295,4.724774,0
107.359276,1386.3024,106.26339,106.19831,2.6096072,25.513529,14849.069,4.6838603,0
455.17645,169.94934,500.64743,180.55267,4.0954456,39.105076,17339.205,2200.0,1
183.42244,872.69617,265.11786,143.18764,1.6904075,15.097157,19454.404,4.9144497,0
290.76068,1091.4756,193.01297,131.91615,3.6653907,34.054832,21301.43,5.2911496,0
231.89561,1337.3958,169.96397,121.76063,1.9912608,17.907562,20721.102,5.258408,0
64.04232,1634.8147,76.67909,52.764057,3.1795409,25.044664,5043.491,1100.0,1
325.84888,982.8608,170.34001,160.7152,4.7228723,43.288387,27138.611,6.746229,0
155.30836,1156.882,110.48166,67.886406,3.287645,42.107327,7233.1953,2.4983351,0
184.75584,575.5973,453.33286,177.55298,4.3383102,16.236263,21999.564,5.7338142,0
347.19168,608.5109,343.93716,124.56902,1.0005447,36.78372,15779.096,3.9913342,0
64.29485,1311.0222,118.41805,55.307106,2.9348843,27.243483,4893.737,1100.0,1
458.19617,946.5241,510.08496,187.11795,3.420845,46.863003,39510.68,10.13744,0
179.00873,1498.2192,167.39069,98.45204,1.3423107,9.659182,15481.428,4.3679523,0
402.21664,1209.4843,339.94284,161.39886,3.0312119,32.026516,34867.137,7.428077,0
252.19588,804.2719,104.904755,99.80369,1.0783488,6.8394027,10952.307,1100.0,1
105.48565,1666.12,178.46367,60.666904,1.5864105,11.240426,7594.944,1100.0,1
317.99973,905.13275,376.34396,197.8752,2.4875815,25.596325,37718.426,7.9122963,0
326.5118,1097.4108,349.3261,118.57149,2.15963,9.291898,20135.012,4.67987,0
203.36021,680.0665,195.37854,136.64626,4.8080673,15.573555,14985.025,4.307934,0
316.09152,477.97708,251.48538,139.97789,1.2767662,12.911539,14705.47,3.9733274,0
324.9761,766.5756,266.77527,115.01696,3.097141,19.95911,15197.101,3.7837832,0
267.00626,1254.871,258.14377,135.41084,4.8107505,30.558926,24700.29,5.974461,0
289.78397,681.0837,276.94647,135.84023,4.7812114,44.421185,16967.594,4.8042507,0
171.05266,1688.7383,95.55714,58.5594,3.5986285,3.0012367,7686.181,1100.0,1
226.03496,1071.4569,106.03053,105.999886,2.0903132,40.350777,13808.577,1100.0,1
485.10672,456.76007,466.76727,198.63377,2.3720074,2.3569305,27995.205,6.7803864,0
378.54297,787.52295,485.6454,186.5577,3.4618027,16.875456,33294.484,7.192268,0
242.9759,872.4085,88.169525,81.40341,3.966983,39.632874,8782.315,1100.0,1
218.60097,1296.3531,466.44077,198.9051,4.593898,17.781343,49395.73,9.508368,0
413.18048,462.00327,157.12001,155.01991,4.8174276,43.213795,17095.535,6.946354,0
120.07972,1110.4705,150.70871,86.62161,3.921656,1.3884953,9484.403,3.121362,0
204.38509,948.7068,253.13387,134.08694,1.0880959,37.578274,18917.412,4.888055,0
133.99515,1305.7618,82.7862,63.413464,1.1109371,10.1457205,6656.8135,2.448102,0
284.85028,804.97925,320.45447,109.181656,3.091814,15.324325,14482.252,1100.0,1
244.55989,1385.1542,196.68105,94.02841,1.4591943,39.13594,14844.54,4.1213927,0
131.55092,1098.3303,226.73756,95.954926,1.124492,33.385796,11693.322,3.5624056,0
501.17792,481.7438,437.15576,168.31409,1.377452,37.717052,23540.223,5.8147264,0
132.40482,819.1946,135.02434,66.71202,1.4743898,37.36265,5721.862,1.9421896,0
87.410255,886.7536,182.59279,79.00539,2.6088061,37.353592,6968.9365,1100.0,1
213.05014,1106.4648,206.90384,145.45631,3.767354,34.697075,23821.371,5.909209,0
445.2786,354.98657,448.14493,194.45064,2.574466,47.128326,23303.064,7.583136,0
336.52158,840.2871,206.42603,137.73569,3.6551886,43.458794,19818.0,5.0930443,0
406.57092,230.9797,470.47174,170.82843,1.1530426,24.473291,16855.695,4.3490696,0
160.1039,1301.6017,85.39261,59.078503,4.4840593,34.159943,6465.326,1100.0,1
340.10196,1148.8591,321.845,145.19232,3.6148696,38.407433,27563.127,6.4845104,0
360.38452,1307.2843,252.42397,136.2353,1.0364693,8.775363,27164.902,5.9044647,0
230.5208,1613.1162,135.7155,86.08441,4.5012636,29.10294,13888.16,1100.0,1
96.0477,834.5035,154.40282,81.29088,3.5385413,48.14647,6888.3364,1100.0,1
200.63448,1242.1887,300.88446,154.45883,4.6387544,38.51866,29501.852,6.999047,0
494.15756,44.89646,531.26556,197.01819,3.5367997,45.85648,15928.247,7.5607553,0
327.62515,452.72086,524.4289,182.46289,4.7719626,31.086752,22915.432,6.2200494,0
341.9169,751.64124,209.60829,119.13478,4.3395624,24.60459,15479.416,3.9478254,0
236.32094,1144.4463,177.83826,130.63391,2.736863,10.138063,20711.39,5.2519774,0
256.87698,563.85846,194.04672,149.97438,2.5071564,49.17351,15998.572,4.758247,0
147.56047,920.3897,106.4583,90.148,1.9363527,4.9862995,8907.191,2.9404972,0
300.70886,909.32385,338.73175,130.754,1.9540703,25.225216,19942.754,4.778486,0
160.12392,830.5033,89.69964,59.269794,3.1435046,39.832233,5194.212,1100.0,1
357.92563,1159.0477,302.09143,121.34431,2.454922,14.197583,21589.33,4.999377,0
317.83838,865.2836,326.50626,170.82188,4.618393,19.514915,28552.486,6.533847,0
304.5909,909.03613,393.01987,132.95262,1.8046957,32.41002,20917.531,5.1576185,0
477.76993,1049.937,305.07373,163.92755,3.6349149,4.401344,33281.52,6.9932446,0
263.10873,502.8575,292.02762,139.12381,4.6193566,13.152478,14472.914,3.8933427,0
128.32214,952.0972,226.40056,92.791565,4.0733895,45.42292,10097.021,1100.0,1
409.69882,1330.5083,196.62013,185.13861,3.7371478,21.957537,45257.082,9.467669,0
492.21323,1145.3113,203.9927,188.98352,4.500537,34.37459,43176.824,9.182908,0
318.4204,1376.2616,248.44955,159.55544,4.0059557,38.92356,35351.812,7.740113,0
295.91342,1062.2208,220.95888,114.48912,3.998061,21.200125,17371.465,4.41113,0
121.53729,1275.319,285.76373,115.34677,3.027196,2.0289307,17602.773,4.715262,0
195.88788,777.2618,138.4341,95.86452,1.714021,45.680412,9636.448,2.9354908,0
172.67818,1231.1047,181.80637,78.24737,1.283054,16.602407,9800.856,1100.0,1
275.41235,1366.169,121.41206,105.56583,4.5519953,20.146433,17208.432,4.7034106,0
182.7623,1187.7975,176.51369,65.365555,4.7495613,37.456207,7862.9473,2.5600429,0
350.45413,745.70435,218.64311,121.178154,2.1685917,39.14841,15940.159,4.03412,0
103.66998,943.6886,241.29773,95.0025,1.9942452,36.9081,10108.875,3.3013318,0
220.74467,1328.9784,210.62357,155.31966,2.220277,29.997276,30943.861,7.0156054,0
245.84425,514.0002,355.74136,198.54263,3.0662534,9.373214,24210.871,6.1539593,0
150.50237,952.3176,342.7484,145.7926,1.2794814,36.67342,21492.072,5.6222496,0
510.74094,208.13031,312.63477,183.32356,2.9715312,16.69999,17459.412,4.8969684,0
231.46582,1156.4336,194.93376,122.58129,1.2438685,2.878479,18984.611,4.7971272,0
276.36215,567.30914,331.72397,156.50789,1.5887202,7.892424,18638.383,4.529065,0
298.13663,981.8172,244.38979,104.15106,1.3218555,28.368315,14860.903,1100.0,1
93.59024,1023.7931,89.91658,56.640625,3.6795835,38.325706,4538.8013,1100.0,1
251.20743,1067.7213,171.20982,122.981255,3.0816464,35.492645,18132.16,4.740559,0
435.0232,206.89783,402.1295,151.34589,1.820464,1.4406788,14587.68,3.4511163,0
95.658356,870.9131,199.3885,70.84264,2.6045105,23.106817,6237.5264,2.166976,0
474.01562,152.5374,454.1368,178.92145,4.1891046,34.958004,16636.738,5.2485933,0
76.6213,1270.0713,143.45195,52.88388,3.9952435,1.1718782,4859.9233,1100.0,1
449.25522,1093.0588,396.7702,171.61156,1.117811,40.61881,37009.707,7.8569865,0
219.77596,1065.8987,206.35477,106.72079,3.1042619,48.564415,14579.395,1100.0,1
106.565346,1552.8837,104.522514,65.87776,1.8081063,45.779312,7609.814,2.9290514,0
456.89624,513.004,270.59348,174.23068,4.7260838,27.244932,22850.035,5.773758,0
98.0519,1021.81757,73.82377,58.261578,1.7709343,22.096563,4645.3677,1100.0,1
259.7505,1325.142,352.6531,118.69239,3.6804621,41.473553,21687.46,5.806401,0
254.04915,1135.8453,234.25195,87.96,3.8454466,26.144802,12455.113,3.436698,0
170.21489,1331.9349,173.06981,121.44973,2.7189355,38.54285,19629.27,5.266478,0
173.89551,1216.5358,188.13618,132.30789,1.8989387,9.852699,21213.273,5.4341316,0
301.87906,645.16266,293.7394,125.793594,4.4407024,24.377056,15274.895,3.9527695,0
216.25099,1601.9219,84.76834,72.17837,2.029434,47.043137,10358.812,3.3527682,0
257.52576,988.2177,251.1334,101.005,3.1831875,8.129018,13805.148,1100.0,1
214.05917,504.2298,298.12057,127.33525,1.5145475,38.40851,12328.916,3.623343,0
148.50195,1544.253,257.80652,138.90714,2.7697246,43.853325,28194.922,6.9386764,0
401.2521,377.73813,235.17728,143.11435,2.5833416,8.481315,14578.459,8.278803,0
382.59927,464.55084,319.90475,137.95564,3.9508884,40.53305,15924.832,4.424557,0
193.12634,1170.5677,195.18652,104.81697,1.3006655,21.602295,14639.453,4.006284,0
150.50096,1650.1469,135.35362,52.462093,2.75751,26.423256,6637.2456,1100.0,1
102.31974,1234.6617,223.19989,77.89255,3.9921646,18.276318,9028.474,1100.0,1
168.00098,1581.902,69.790924,59.757668,2.6073275,17.021889,7359.873,1100.0,1
362.7275,1428.3015,206.81479,169.73912,3.4579582,39.599262,40725.03,8.521028,0
171.14136,1388.489,336.28098,132.01808,4.3657045,19.596685,24719.416,6.0241027,0
109.84647,1513.4636,115.90421,104.796814,4.1700935,44.27134,15739.219,4.8788276,0
396.65775,558.1261,259.68924,149.50758,2.0595508,6.749758,18734.352,4.487684,0
356.84674,1047.4453,525.35376,193.44052,3.9683564,23.223217,42830.367,8.709151,0
227.97864,1341.9326,171.27579,161.42613,3.0634878,1.0721637,33074.69,7.9432325,0
105.21027,1201.9993,131.09283,68.74565,1.8625392,8.920917,6937.166,2.505034,0
189.43256,1262.0619,247.95639,92.908104,4.5989957,47.646313,13316.1455,1100.0,1
122.04635,1737.8143,130.28914,61.47258,2.3201046,6.063136,7855.4233,1100.0,1
134.86955,1131.9191,201.66412,84.86792,3.6978824,48.955833,9921.46,3.50235,0
231.12224,1665.957,83.58238,83.16969,1.6491528,3.6333964,13157.758,1100.0,1
71.53518,795.7871,157.04773,63.584705,3.9487226,16.309921,4646.0137,1.7777976,0
321.64365,945.8568,204.02959,111.35631,2.4089377,37.095737,15854.877,4.0675483,0
317.49176,815.06866,167.38084,120.12529,4.9462867,21.348705,15633.565,4.123793,0
94.87012,891.23346,151.61763,65.83014,2.877746,33.400726,5466.7075,2.0230844,0
135.80478,869.1592,204.76674,84.334305,4.6256485,16.22757,8385.637,1100.0,1
149.17192,961.9694,190.01355,110.89189,3.2309737,6.1933136,13155.895,3.817198,0
274.39276,1461.287,216.23155,106.33948,2.4492948,36.146286,18968.506,4.926001,0
185.01764,981.1194,99.41642,71.39349,4.58058,16.706469,7337.196,2.3946269,0
202.78314,988.01697,204.53336,147.81714,3.1836247,18.177748,22216.44,5.6208553,0
308.93417,1338.6615,280.38492,157.88545,2.928801,14.088317,34140.37,7.24099,0
215.67613,1475.7041,260.25534,160.03804,3.293049,46.488434,35913.434,8.216485,0
228.76302,712.81537,97.160446,84.762,4.4080234,37.60488,8135.415,1100.0,1
521.1987,608.27673,355.29504,197.24434,2.9473696,28.133942,31886.7,7.1802197,0
260.2206,658.4318,100.61196,100.57076,2.8756583,33.90135,9974.157,1100.0,1
348.12125,386.3824,273.53928,190.4112,2.9801307,6.1728587,20092.303,14.119603,0
302.0883,1010.84265,468.56778,174.7125,3.2889194,2.3690493,34177.438,7.0616264,0
271.75903,1480.4093,177.66786,105.35875,4.590963,21.226366,18546.055,4.879688,0
102.485954,1204.1716,151.0978,58.676365,2.9692676,13.494598,5770.6978,1100.0,1
291.44165,725.5125,180.56395,106.63288,2.0704877,38.73836,12388.21,1100.0,1
278.3397,1282.9543,365.22003,175.1938,3.9009395,4.460567,39499.363,7.986312,0
259.45633,792.77625,442.82013,151.84006,2.6979396,41.28487,22741.77,6.2848153,0
300.78775,873.4999,211.78622,109.252495,3.4055767,1.6864102,14534.288,1100.0,1
384.86615,958.608,343.4215,162.88548,2.5788822,5.4184756,29836.627,6.380871,0
164.58676,1286.9989,157.37724,98.71891,3.7723012,38.494293,13616.955,4.0895767,0
480.97473,881.0108,386.02087,167.20029,2.9022443,29.542542,31354.416,6.8201165,0
117.95136,859.8465,268.09048,94.6165,4.2437797,26.469946,9869.769,3.1166842,0
210.19153,1239.7781,276.99866,158.16298,2.1796026,1.2910095,30586.125,6.7534385,0
389.03613,836.34094,201.99092,161.55037,4.7882595,41.130535,25704.445,6.33853,0
360.81082,824.1393,399.9065,157.29854,3.5111516,37.321762,25839.172,6.3409157,0
121.18048,825.9231,240.40863,118.197945,3.2009654,34.121166,12953.547,3.9368155,0
220.726,1465.0261,132.76973,86.166275,3.861063,29.404202,12865.568,1100.0,1
351.1517,733.0898,506.0066,199.51501,2.0961359,40.11744,34801.73,8.468111,0
334.85745,513.5852,311.5107,117.43246,1.0373462,47.65412,13323.736,3.9525847,0
304.42596,1234.2375,378.1253,169.69225,3.2494435,13.933669,36928.758,7.583912,0
596.7816,527.156,509.57983,199.12918,1.7987196,11.627505,32786.07,6.894412,0
467.12888,226.01047,498.0553,196.30795,2.0830266,13.878145,20683.512,5.309612,0
236.12129,1311.1577,242.51714,115.47829,2.8371787,38.436893,19450.318,5.079075,0
236.26273,503.55542,367.86533,145.05345,2.1595967,45.477844,15478.952,5.1275425,0
123.04142,1140.0967,214.14922,104.431404,3.8234472,6.3466535,13374.322,1100.0,1
369.8705,387.69458,347.91617,189.2288,3.4989345,35.84127,21120.078,2200.0,1
156.60626,1250.5319,362.0696,131.73051,1.7138324,26.66695,22721.205,5.6552863,0
235.59918,989.54315,114.94719,82.40466,2.0496726,22.654255,9620.777,1100.0,1
580.06775,876.54785,375.4344,199.50743,4.244929,11.450139,42114.223,8.50684,0
429.26514,501.14737,151.13681,146.34616,3.3256412,12.097046,16867.582,4.7128234,0
266.67694,444.09885,372.4571,193.16217,3.9507203,33.407955,21731.826,6.406906,0
272.42383,809.08484,336.68753,142.46344,4.3272796,8.536593,20363.127,4.9494133,0
334.68405,992.2671,259.7997,141.99657,4.678854,15.415726,23538.322,5.5378804,0
204.85643,820.0294,433.3855,151.49788,1.9552213,35.44726,22170.69,5.8449864,0
169.78816,820.70624,98.78326,79.22304,4.342327,15.389172,7270.977,1100.0,1
387.97183,1120.1552,236.47318,199.19223,2.4130578,29.243204,44657.633,9.081618,0
434.80005,383.41174,356.74606,194.21588,2.5508676,39.284748,22972.895,2200.0,1
176.01633,708.45935,241.27281,91.01525,3.2613916,26.93866,9053.803,2.669089,0
207.2513,1367.3513,199.67734,81.350525,3.2357633,3.0698333,11661.185,1100.0,1
177.10568,1230.4572,134.914,71.72999,2.9665275,2.1761005,8533.478,2.7398252,0
355.43668,354.89767,535.9911,186.83037,1.4603596,22.989355,21536.383,5.923795,0
122.35634,1532.3187,149.44344,63.417015,4.739407,38.305664,7673.6084,2.8640392,0
215.94191,475.7202,333.3387,172.15791,4.2287617,40.518185,18068.074,5.5646176,0
137.5645,1513.6167,202.38277,70.65887,2.5295048,49.05945,9404.778,3.4707398,0
409.8808,1035.9629,278.80618,159.25797,2.079677,5.7400184,30244.303,6.442758,0
430.27808,912.58417,322.57834,173.02464,1.6832073,36.82104,32148.791,6.9606194,0
331.40796,440.457,259.39813,170.00879,2.6797917,4.466822,18229.31,10.039607,0
213.64682,1224.274,358.7892,185.3267,4.6760736,11.696865,40605.535,8.347541,0
308.71585,929.97974,310.24747,154.56212,4.767763,42.837395,25529.58,6.4059005,0
490.6758,528.2947,198.80103,177.9438,2.2963984,22.17446,23736.201,6.071905,0
420.91498,740.5258,217.7789,174.68507,4.6122594,32.184864,27269.871,6.580207,0
104.046394,1264.4247,124.94792,70.02052,4.3241134,36.073605,7296.3853,2.7150927,0
239.30165,435.1716,439.18747,175.02248,4.8993354,25.327084,18953.586,5.395584,0
371.44836,808.2125,476.8319,172.4404,1.6007282,42.47001,30011.125,7.565059,0
111.79205,921.662,189.5074,78.5426,3.3990207,36.815536,7492.364,1100.0,1
244.3733,1312.5145,395.11847,138.5414,2.5880017,18.942429,27289.246,6.1989017,0
216.2503,1220.6013,276.02405,158.5764,1.9757543,27.728636,30432.219,6.7796736,0
179.01886,712.58655,161.54793,104.83159,4.36943,10.275435,10171.55,1100.0,1
529.94934,825.4572,261.8247,198.90742,4.9034996,12.049692,38209.957,8.465245,0
235.99916,1183.6802,183.89516,121.60652,3.0241203,42.33432,19056.615,5.0256515,0
139.66887,1026.0525,237.57368,95.509285,3.834078,4.5788417,11295.049,3.350031,0
144.1468,1291.6915,90.90394,72.34196,2.0700839,25.309471,8094.0806,2.8341637,0
438.96948,638.7516,221.5517,170.1755,1.9104664,1.4143667,24283.908,5.8972716,0
304.8533,472.54318,385.01926,167.81926,3.8708582,14.153753,19386.8,5.1082335,0
279.32648,988.8077,170.73036,97.38054,2.972669,4.0082164,12924.351,3.446088,0
154.14351,1496.4418,162.26347,83.35111,4.938706,2.327784,11696.571,1100.0,1
252.55014,1177.2793,314.51956,164.88603,1.6686054,21.232857,32546.578,6.9318314,0
71.06144,866.04736,73.64695,52.35991,3.6664598,9.766274,3374.6538,1100.0,1
222.58733,1023.8239,339.64865,142.82315,3.1414628,45.217728,23112.385,6.242285,0
222.67297,752.03925,390.69626,166.41232,1.700632,24.930515,23945.256,5.736438,0
459.31567,514.27124,260.67053,155.05917,3.112922,45.92202,19816.303,5.262063,0
207.93459,1144.7522,263.90793,142.54076,3.2404213,16.853945,24084.04,5.75645,0
54.48715,1380.7708,70.95361,53.092915,4.162884,22.361788,4342.769,1100.0,1
231.71025,1334.7627,120.82796,114.34927,3.2430096,11.177808,18372.65,5.1220436,0
149.41916,682.6468,233.98206,123.281204,4.6089573,39.80783,12469.409,3.9307673,0
357.61746,659.09894,298.63254,121.7171,3.2370007,16.871712,15775.393,3.8344405,0
263.22217,1046.0894,251.51564,116.45334,3.8560054,16.993587,17341.148,4.4120092,0
261.86328,768.3394,491.46024,169.35971,3.9448354,39.882812,26601.941,7.1577077,0
120.15015,1384.2657,118.83755,97.89063,4.1095285,15.2014885,13223.092,4.211488,0
127.646576,1054.078,102.94881,54.914654,4.6478877,40.297424,5016.585,1100.0,1
126.95893,1482.3756,78.58496,75.71824,3.0624726,4.1411524,9155.955,1100.0,1
139.27376,734.19556,150.9639,68.52456,1.3648331,36.557976,5781.0815,1.8883196,0
239.42007,1153.1733,446.5386,192.98387,1.9730788,45.951763,42838.934,9.855855,0
413.81918,309.76935,338.89835,163.13365,2.2604067,12.972157,16701.545,4.6774216,0
406.34802,730.51666,342.99194,188.70734,3.2597084,14.204238,31293.32,6.9345884,0
314.56818,1015.555,175.38147,154.7993,1.1225908,9.572138,26076.541,6.141071,0
383.6245,502.42734,301.8818,129.11438,2.0872552,14.284211,15248.204,3.6125448,0
364.8654,1042.4729,275.62302,170.6079,4.083694,10.347163,32897.0,7.1447654,0
162.2209,1369.0957,85.16758,65.439,2.8163571,45.305252,7572.69,2.6864624,0
144.98154,1125.3861,396.72552,143.94966,1.4441948,34.675076,24287.154,6.1528497,0
303.5804,742.2612,214.81494,118.220085,1.177344,20.294891,14675.667,3.6203253,0
163.02574,737.5394,105.908745,66.900764,3.1677363,10.980523,5686.456,1.8229775,0
233.58055,1240.0989,165.69415,146.48187,2.918121,41.521503,26336.889,6.415867,0
129.14511,788.08264,129.84975,70.75942,2.532445,35.337574,5897.366,2.0267377,0
209.51692,780.8038,267.79373,148.2377,4.3951974,29.11274,19392.062,5.121871,0
172.23976,1590.1196,112.279305,71.11145,4.2948623,44.957047,9666.495,3.3112888,0
361.66125,824.7084,415.09625,170.67911,2.593336,23.600994,29192.58,6.4716816,0
560.72156,533.8701,427.29214,192.72578,2.4421182,11.201684,30177.54,6.6065345,0
