a,b,c,d,n,t,D
467.12888,226.01047,498.0553,196.30795,2.0830266,13.878145,5.309612
236.12129,1311.1577,242.51714,115.47829,2.8371787,38.436893,5.079075
236.26273,503.55542,367.86533,145.05345,2.1595967,45.477844,5.1275425
156.60626,1250.5319,362.0696,131.73051,1.7138324,26.66695,5.6552863
580.06775,876.54785,375.4344,199.50743,4.244929,11.450139,8.50684
429.26514,501.14737,151.13681,146.34616,3.3256412,12.097046,4.7128234
266.67694,444.09885,372.4571,193.16217,3.9507203,33.407955,6.406906
272.42383,809.08484,336.68753,142.46344,4.3272796,8.536593,4.9494133
334.68405,992.2671,259.7997,141.99657,4.678854,15.415726,5.5378804
204.85643,820.0294,433.3855,151.49788,1.9552213,35.44726,5.8449864
387.97183,1120.1552,236.47318,199.19223,2.4130578,29.243204,9.081618
176.01633,708.45935,241.27281,91.01525,3.2613916,26.93866,2.669089
177.10568,1230.4572,134.914,71.72999,2.9665275,2.1761005,2.7398252
355.43668,354.89767,535.9911,186.83037,1.4603596,22.989355,5.923795
122.35634,1532.3187,149.44344,63.417015,4.739407,38.305664,2.8640392
215.94191,475.7202,333.3387,172.15791,4.2287617,40.518185,5.5646176
137.5645,1513.6167,202.38277,70.65887,2.5295048,49.05945,3.4707398
409.8808,1035.9629,278.80618,159.25797,2.079677,5.7400184,6.442758
430.27808,912.58417,322.57834,173.02464,1.6832073,36.82104,6.9606194
331.40796,440.457,259.39813,170.00879,2.6797917,4.466822,10.039607
213.64682,1224.274,358.7892,185.3267,4.6760736,11.696865,8.347541
308.71585,929.97974,310.24747,154.56212,4.767763,42.837395,6.4059005
490.6758,528.2947,198.80103,177.9438,2.2963984,22.17446,6.071905
420.91498,740.5258,217.7789,174.68507,4.6122594,32.184864,6.580207
104.046394,1264.4247,124.94792,70.02052,4.3241134,36.073605,2.7150927
239.30165,435.1716,439.18747,175.02248,4.8993354,25.327084,5.395584
371.44836,808.2125,476.8319,172.4404,1.6007282,42.47001,7.565059
244.3733,1312.5145,395.11847,138.5414,2.5880017,18.942429,6.1989017
216.2503,1220.6013,276.02405,158.5764,1.9757543,27.728636,6.7796736
529.94934,825.4572,261.8247,198.90742,4.9034996,12.049692,8.465245
235.99916,1183.6802,183.89516,121.60652,3.0241203,42.33432,5.0256515
139.66887,1026.0525,237.57368,95.509285,3.834078,4.5788417,3.350031
144.1468,1291.6915,90.90394,72.34196,2.0700839,25.309471,2.8341637
438.96948,638.7516,221.5517,170.1755,1.9104664,1.4143667,5.8972716
304.8533,472.54318,385.01926,167.81926,3.8708582,14.153753,5.1082335
279.32648,988.8077,170.73036,97.38054,2.972669,4.0082164,3.446088
252.55014,1177.2793,314.51956,164.88603,1.6686054,21.232857,6.9318314
222.58733,1023.8239,339.64865,142.82315,3.1414628,45.217728,6.242285
222.67297,752.03925,390.69626,166.41232,1.700632,24.930515,5.736438
459.31567,514.27124,260.67053,155.05917,3.112922,45.92202,5.262063
207.93459,1144.7522,263.90793,142.54076,3.2404213,16.853945,5.75645
231.71025,1334.7627,120.82796,114.34927,3.2430096,11.177808,5.1220436
149.41916,682.6468,233.98206,123.281204,4.6089573,39.80783,3.9307673
357.61746,659.09894,298.63254,121.7171,3.2370007,16.871712,3.8344405
263.22217,1046.0894,251.51564,116.45334,3.8560054,16.993587,4.4120092
261.86328,768.3394,491.46024,169.35971,3.9448354,39.882812,7.1577077
120.15015,1384.2657,118.83755,97.89063,4.1095285,15.2014885,4.211488
139.27376,734.19556,150.9639,68.52456,1.3648331,36.557976,1.8883196
239.42007,1153.1733,446.5386,192.98387,1.9730788,45.951763,9.855855
413.81918,309.76935,338.89835,163.13365,2.2604067,12.972157,4.6774216
406.34802,730.51666,342.99194,188.70734,3.2597084,14.204238,6.9345884
314.56818,1015.555,175.38147,154.7993,1.1225908,9.572138,6.141071
383.6245,502.42734,301.8818,129.11438,2.0872552,14.284211,3.6125448
364.8654,1042.4729,275.62302,170.6079,4.083694,10.347163,7.1447654
162.2209,1369.0957,85.16758,65.439,2.8163571,45.305252,2.6864624
144.98154,1125.3861,396.72552,143.94966,1.4441948,34.675076,6.1528497
303.5804,742.2612,214.81494,118.220085,1.177344,20.294891,3.6203253
163.02574,737.5394,105.908745,66.900764,3.1677363,10.980523,1.8229775
233.58055,1240.0989,165.69415,146.48187,2.918121,41.521503,6.415867
129.14511,788.08264,129.84975,70.75942,2.532445,35.337574,2.0267377
209.51692,780.8038,267.79373,148.2377,4.3951974,29.11274,5.121871
172.23976,1590.1196,112.279305,71.11145,4.2948623,44.957047,3.3112888
361.66125,824.7084,415.09625,170.67911,2.593336,23.600994,6.4716816
560.72156,533.8701,427.29214,192.72578,2.4421182,11.201684,6.6065345
216.31369,539.7221,367.36826,193.70601,3.9867153,9.406656,6.0982947
383.1674,846.1371,240.3174,191.59857,4.892857,40.858433,7.903667
252.90443,515.09955,269.89343,98.91069,1.2947806,4.753389,2.4223084
170.49472,1266.5016,73.05242,71.200005,2.5885174,32.994717,2.810438
427.69122,847.49634,218.20119,159.98329,3.4120276,15.102565,6.132546
296.05704,572.7868,204.6172,159.13994,4.654485,3.65122,5.128705
255.47673,1543.7646,190.42134,122.27318,3.8689852,8.387466,5.8624444
233.39157,1469.4639,296.86307,160.19162,1.0420463,49.62988,8.4910755
310.0471,873.8423,171.70242,115.71856,1.209794,18.418633,3.864656
153.08286,703.98883,350.8026,148.41869,3.2679873,5.033573,4.703413
139.81743,1675.9774,82.421455,67.42048,4.161377,2.404393,3.2151048
266.25763,875.2287,416.09467,149.25577,4.570357,27.437172,5.7704754
185.41013,487.49075,342.79486,161.86586,1.6660471,40.070934,5.007896
189.86969,936.90356,158.33519,96.44155,1.0144038,29.09016,3.1578693
214.97409,1380.8342,346.75723,147.76016,2.1767805,14.400449,6.6954007
280.20023,526.4691,349.93146,147.25726,1.6109,34.741367,4.4750476
231.67947,1168.3932,104.31053,103.15513,3.3209307,22.927952,4.151029
257.65137,628.05054,312.05713,150.857,3.9648025,17.212244,4.726146
282.6036,945.7529,370.80746,180.62206,3.9196746,33.45672,7.461215
343.19876,527.81006,148.61012,127.50524,2.9317248,25.09469,3.7270494
450.62573,734.25934,421.63586,185.56596,3.46435,43.77992,8.085128
378.1453,1041.1982,297.46783,143.46347,4.244377,36.373135,6.057384
232.32034,1117.7924,317.93213,152.13937,4.331084,22.83819,6.2954087
272.0332,599.883,164.07184,154.44005,4.9163957,45.43369,5.1295347
215.65527,1355.7158,260.92447,100.56296,1.3003011,23.379229,4.2992992
370.4001,1104.664,194.2296,128.48315,3.712605,14.9156885,5.2471466
442.77304,1065.9355,463.8877,184.65305,1.1233954,6.3684554,7.696745
372.16217,476.257,202.41365,124.18052,1.5266653,37.84899,3.528832
254.61641,620.43823,447.72266,173.15103,3.9592736,39.976322,6.558941
309.6341,637.82806,363.1119,195.27675,1.6569957,11.846763,6.46093
372.23346,511.3739,380.44077,129.51674,2.598355,43.695034,4.6106596
361.65878,661.4999,294.1083,128.28517,2.4441829,29.346792,4.136798
371.50745,569.38165,458.34238,193.805,2.20073,19.517096,6.4663005
232.5848,1357.3783,247.77185,180.26608,4.2137904,47.232555,9.096928
287.7448,1306.8804,143.68082,105.26458,3.6430151,2.6848521,4.532825
160.77078,1260.726,162.28186,104.4234,2.317298,49.15193,4.4997306
356.71997,1140.0769,338.78024,127.87171,1.1707007,1.9063177,5.096615
384.8942,245.17195,413.4903,140.34773,4.033218,49.572605,5.75831
189.14864,1506.1991,185.81853,126.92276,1.9345104,12.628854,5.8884935
181.97946,1303.0707,97.12521,68.46164,2.8763223,41.030064,2.7298262
227.92627,975.1923,492.57742,169.4571,1.9266548,44.55424,8.18419
394.47327,920.6693,358.0277,131.55254,4.19408,6.8859878,4.992382
158.93839,599.1213,301.63083,129.99924,3.416409,5.8292456,3.686793
174.9798,786.77026,206.7069,72.37443,2.0956047,8.268144,2.087522
360.3527,1238.7349,370.5,126.901436,4.5265503,26.424196,5.777661
138.2167,782.09454,174.27357,66.54192,4.9986467,36.570908,1.9890172
238.7861,1515.3257,153.21118,120.43047,3.444327,9.205648,5.7223186
252.73088,782.18445,173.06998,158.21048,2.8103733,13.490676,5.7336793
290.45273,1233.5612,409.03577,139.90459,2.5636022,48.293602,7.6690636
314.22137,939.6677,240.68352,156.3654,4.9931407,1.5347342,6.079755
290.56952,1023.16016,353.19974,121.51898,2.9186187,38.018417,5.065993
294.656,449.97247,293.7057,174.65982,2.1998188,45.532276,5.8022246
454.23438,883.21606,401.16702,195.74495,2.1776414,7.7843137,7.7751293
172.69882,1313.918,117.96557,112.86614,4.527552,16.702034,4.9843407
362.40823,328.12238,476.43964,178.00006,3.3707507,23.418495,5.2402587
135.03471,751.432,191.67845,128.2959,3.6592624,13.519114,4.06819
312.13477,1372.7042,226.94196,123.29497,3.8175933,34.27725,5.6672344
175.9384,1077.2637,303.7958,137.69269,2.1291285,11.202472,5.259933
93.09697,1348.7681,177.48116,65.16804,1.9713149,40.013733,2.697917
75.916374,906.81726,183.5192,72.23688,4.4767265,39.41171,2.4235885
228.74998,970.15515,374.94656,145.32277,4.023708,20.20844,5.593095
129.71007,1376.0474,72.78962,71.66781,4.5202184,44.094334,2.9969602
349.97144,928.1536,377.95044,193.62257,3.3956347,45.56447,8.824424
124.628845,1673.8048,146.9,66.94978,1.1019452,1.4327687,3.098418
154.7758,899.4484,158.09993,65.131546,3.9782348,10.613866,2.010489
210.01614,1429.9369,290.78943,98.54612,3.7811162,15.303637,4.4250345
79.25405,941.8057,79.909904,71.13039,2.3769655,30.49388,2.245506
418.6142,442.62335,326.7394,191.46085,4.63897,35.295837,6.8180995
339.3602,1410.2657,138.48434,137.79715,4.7245135,37.082344,6.6924505
369.96036,737.9102,218.26022,145.21552,2.0823123,14.832784,4.8752017
466.89532,234.66708,455.03128,177.3023,1.1320997,31.347239,4.8225102
302.78888,258.24033,507.35263,179.32236,4.1941037,23.729685,4.937928
333.50858,618.5216,201.68733,198.53618,2.1420157,37.967354,7.2020383
288.85214,891.22015,323.0155,121.35695,4.991356,46.32415,5.0910797
325.92355,1104.712,458.73593,161.8785,3.9623778,37.080357,7.6339674
223.22975,891.13605,234.75992,82.54409,1.9207304,45.934807,3.0430121
399.7841,900.6675,319.2181,142.39119,1.3169501,25.203356,5.2709947
234.65927,720.22125,301.2121,131.19458,3.298376,21.073847,4.20639
245.19643,625.38007,258.35895,178.365,2.2883327,16.46908,5.7212944
445.45105,437.5844,208.90413,193.64464,2.088767,31.03351,14.085526
401.60013,734.6412,161.70952,145.47182,4.9833274,37.88415,5.2572136
316.10437,1225.4336,127.662674,110.23503,3.0636559,15.124043,4.675094
453.166,951.5669,392.6573,177.35074,2.9790537,23.150787,7.384802
153.92958,924.8358,262.51654,132.90826,2.6267176,24.223118,4.6947393
327.19504,1248.12,243.6328,122.50973,2.9647207,37.179173,5.3737764
336.05685,381.53564,314.28476,115.57254,2.3926384,49.49608,3.930272
276.57162,615.4736,309.67413,150.44962,2.0290253,35.46024,4.789434
185.8905,1136.5554,142.00684,97.902054,2.4317677,42.382233,3.75141
238.29114,1034.0348,165.77907,92.81411,4.6333117,29.599895,3.3886716
339.74017,1127.3542,408.59155,195.40685,3.437785,5.666807,8.62427
332.9168,528.49866,346.6394,131.30116,3.9266565,29.487068,4.042055
263.89316,1140.6246,171.20232,96.310814,3.2455904,35.41287,3.7704377
303.09033,524.66864,235.82816,154.68167,4.835092,3.4223213,4.6749334
112.49971,1530.7378,234.20036,109.61136,3.4123368,5.972249,5.0198264
413.46417,902.48413,223.4145,161.19496,3.7374284,17.938757,6.353437
280.35483,1171.206,137.63246,97.115135,2.4816458,29.768305,3.823946
280.19623,1206.1895,272.34412,111.32045,2.1835606,38.69347,4.773723
208.5039,930.4161,323.52332,191.12291,2.691974,28.357359,7.5275993
534.7935,248.38878,408.5193,196.04977,3.7781608,41.111412,6.577417
129.70853,1726.2877,125.657364,72.99509,1.3904392,47.57862,3.5681942
379.34793,239.3882,478.10333,176.45749,4.611949,45.573555,6.5515666
287.27454,1173.1189,115.35708,99.91222,4.8789606,8.876203,4.089062
234.63634,791.4814,167.6091,141.09619,3.8722353,44.8534,4.9846983
171.7292,1285.2039,231.10817,150.83151,3.1524677,10.558768,6.6050034
280.79092,1283.3157,177.49031,136.6298,4.4926305,8.430921,6.0737443
332.81946,777.7933,556.9748,189.67792,1.2730702,45.959366,9.28136
332.63593,728.39905,246.89746,185.92671,3.522727,3.6094787,6.830525
332.92392,1331.9973,128.60228,121.05806,4.2065706,34.892124,5.5179634
201.7733,990.6153,282.96896,126.620316,1.5438733,5.4131856,4.4996815
227.54025,604.3633,225.32654,82.95165,4.368269,44.435825,2.5338306
252.86313,1043.0491,370.4371,163.70297,2.0151331,11.939409,6.478298
358.4176,983.2746,370.43042,168.57098,4.044213,10.016386,6.817892
333.98108,856.0225,210.6209,170.80449,4.9532976,13.975784,6.6685014
273.53336,1288.3138,322.76797,144.27368,2.054479,24.799145,6.3809075
106.172966,1454.8185,73.80362,71.89405,3.226683,30.985765,3.0727654
184.90144,747.2367,170.67818,112.11491,2.9263084,38.27564,3.457446
100.929695,1069.6694,188.58559,68.382996,1.6123703,20.529696,2.3345163
267.7419,719.4287,202.00793,158.06703,3.8930082,41.075085,5.5439906
262.75278,1484.1912,242.72183,152.85716,1.2219326,2.2824497,7.2084455
140.1623,874.39154,213.39272,114.21777,3.40679,40.218777,3.9263828
196.9106,1306.05,232.93126,185.68185,3.2099006,4.834705,8.839438
330.44342,1086.7511,266.63773,148.27547,3.7021332,39.511917,6.300456
271.0502,895.8004,256.67868,91.775116,4.4931965,25.872686,3.1904018
275.9765,1322.0532,363.18927,163.19366,3.0578887,35.881363,7.831849
296.015,1306.6537,390.6164,182.68672,1.1256927,9.086247,8.2657795
491.09885,1175.5736,186.67665,163.84087,1.3133066,30.247417,7.343413
363.6729,826.63293,186.7351,177.06424,1.6539971,34.8204,6.8847528
478.17572,817.8299,348.6499,199.62607,4.9528913,27.048637,8.212481
172.78072,1045.0304,189.3054,166.4646,3.6170816,6.854612,6.9711523
216.26764,1263.8219,279.10904,130.86972,1.185216,19.255762,5.4610896
93.35917,1157.7577,164.33582,87.88904,1.0582786,23.929,3.2118866
295.60095,1459.0315,181.02554,110.385735,2.5293982,36.53418,5.119919
118.85605,849.41077,131.46367,62.120964,2.1120605,49.820934,1.9440898
107.21406,940.47003,104.45519,71.3678,4.5052915,33.733303,2.2993882
222.73537,708.4711,284.86548,126.0117,3.5207405,8.048182,3.8757362
225.23318,674.8882,312.9229,135.24475,3.2370703,4.9145803,4.126112
456.46002,730.11584,405.71988,166.1454,3.589332,38.105354,6.6733375
155.35098,731.8333,317.85797,124.967606,2.598598,41.50639,4.345262
96.07999,810.46124,162.9811,70.70894,2.5104187,35.40007,2.1026454
394.7597,211.06625,472.25018,161.2262,2.3956017,22.410774,4.14455
305.995,1266.4385,373.4328,141.83272,3.607373,15.057641,6.323321
214.44524,1273.7712,140.99371,122.18591,4.606416,37.197853,5.267582
207.27795,1433.0587,145.51431,91.286385,1.3696499,12.383524,3.919493
422.62103,489.63177,229.95499,154.2748,4.100265,44.71604,5.124514
179.05391,1514.8192,233.10413,160.6811,4.1515145,14.007811,7.935461
271.75378,1413.9078,198.8925,158.24567,1.4421794,8.507511,7.497923
275.51132,352.22995,471.92938,170.43236,3.5156958,22.773582,5.5058484
471.31113,1131.1011,277.76495,186.95177,3.57227,41.25165,8.815689
327.50543,824.2853,458.38132,157.9593,4.018713,32.803886,6.3800907
416.67072,543.3244,521.69714,193.66158,2.6043034,48.902695,9.653651
205.39064,1398.7893,225.27708,87.047966,3.8302672,18.976847,3.764559
390.08008,1205.2968,272.78775,134.04305,3.3592412,17.545424,5.8117695
306.34113,1005.1502,315.46063,137.32417,4.2733316,21.602549,5.3751993
180.0256,1539.7944,199.59033,174.2642,4.066501,14.5367,9.101738
325.73624,1265.3015,305.56027,145.83652,2.1438434,32.609226,6.566678
339.86493,861.42035,383.41776,149.58685,3.1533706,48.333874,6.9526377
515.01337,393.09094,198.40973,183.05495,2.4121768,24.114412,13.842876
299.7307,1155.9944,306.10458,102.274796,4.9687448,41.340397,4.5810966
344.15414,700.9367,214.93858,160.58707,3.2060347,3.1048472,5.567386
485.99066,161.17006,360.2724,163.64236,4.0497417,13.438293,10.223931
370.39362,767.2474,170.40253,129.23872,4.701337,34.767647,4.499545
134.79073,1679.3104,83.20383,68.60451,2.308886,29.196732,3.2265942
344.43665,1179.6395,140.01201,139.20343,2.862305,1.7852393,6.300607
235.99283,787.31604,420.81113,151.66527,4.734078,28.19291,5.626184
294.28024,863.28754,197.65129,127.63565,4.3360224,6.137061,4.4770546
166.26364,1509.2167,188.33806,112.072525,1.374995,24.524143,5.0764074
432.9782,489.22504,305.11084,178.88261,3.617645,13.749603,5.82259
434.73245,655.9849,298.1928,171.48456,4.7025805,41.857376,6.460386
101.27511,1277.6147,125.45809,72.91624,4.1860604,35.622356,2.8610332
259.84485,1040.7029,215.74011,155.74362,1.7270325,45.44716,6.343066
166.45256,987.7081,160.80272,132.00044,3.8752062,7.5973063,4.978315
104.830536,1241.3674,99.534515,73.55479,4.8898554,21.282661,2.8383029
417.60684,298.48355,338.07443,194.28935,2.785312,28.717802,5.90256
86.45227,1642.4539,110.95364,72.92965,3.1640484,42.53076,3.384372
527.3517,719.56586,310.27005,198.62291,1.4310936,10.310715,7.333191
478.58755,1162.9136,246.32217,186.5734,4.0528526,12.3061285,8.81153
353.5887,675.43335,275.22885,182.6001,1.4255581,11.3290205,6.139612
139.77248,883.507,186.36305,88.84591,1.9686594,32.3253,2.8215933
144.53842,1054.4536,115.92714,62.65368,1.1669128,44.77917,2.1453202
296.21597,1333.8989,198.43338,121.28654,1.3092128,31.834558,5.2618613
435.98666,965.5214,293.42032,169.83879,2.4960759,41.997124,7.2083726
180.93268,517.1734,333.06482,135.32849,1.6756886,33.37074,3.8836994
188.14507,945.8258,173.77493,90.52623,3.4346852,20.790848,3.0240579
114.181435,1410.7537,208.17624,102.43978,1.9229085,2.397549,4.371877
484.36874,812.1665,543.5034,190.1474,2.5277317,35.302116,8.341525
505.3,819.492,507.46082,174.6642,2.0345063,31.045246,7.3320613
310.27066,603.5074,310.2319,120.195305,2.1376965,31.561962,3.6913834
326.42795,806.02185,331.41608,155.53584,4.5371723,32.418156,5.848757
230.95032,880.5291,319.7557,153.92502,3.000485,23.981375,5.6100717
297.53024,1150.7069,450.21167,156.7618,2.1576157,17.072016,6.7023306
121.91475,1435.0215,98.56941,95.1461,3.1940484,37.55031,4.1905427
357.7109,559.22644,245.81398,138.61478,1.4117638,40.34154,4.1948514
102.73012,1505.463,201.86276,90.56896,3.5272791,38.294346,4.140994
160.51097,1408.5876,413.78363,151.43729,3.4468918,37.161846,7.6560817
338.09097,1066.4229,268.45316,150.18018,1.1873788,48.700306,6.5300436
345.69458,922.94946,291.3484,115.77932,2.6057756,27.928833,4.277564
188.37056,1071.0447,168.76485,129.2732,2.6099386,1.1164086,4.9968677
368.4343,843.69495,235.38034,141.19878,4.1746106,41.184402,5.317396
277.0116,1075.3086,303.7973,103.99662,3.9570324,29.742903,4.160739
193.22449,1585.2473,84.67521,70.27621,4.9897423,48.736515,3.27134
271.25787,843.4461,337.4471,116.8342,2.4768505,39.46953,4.3954124
273.9835,714.69025,383.9423,166.12921,1.4371393,30.366636,5.7203274
172.7573,1399.0498,202.92131,72.82199,4.8324156,4.9911776,3.0655744
135.86115,1573.4423,75.84635,62.957653,3.252318,22.984499,2.8235495
172.80444,1568.3468,207.52576,136.61333,3.3923626,22.855133,6.60212
256.35565,1306.3273,287.44855,146.64786,4.853766,13.238974,6.570754
217.97942,891.9642,333.73825,176.77428,1.9820268,25.218246,6.6237607
438.12122,837.1377,260.0029,189.33058,1.3196441,6.5265427,7.2961917
143.72507,1507.3759,159.63469,92.77824,4.2889824,22.167868,4.159312
179.00946,1551.2307,261.00815,111.96551,4.1170645,49.918518,5.9815936
191.03004,1425.1023,323.1963,148.55595,4.332721,25.113472,7.0281057
174.80443,884.5641,288.87277,108.90637,1.4575841,49.30132,4.3647594
160.09053,1484.6686,130.29062,109.08215,1.3269548,39.49619,4.948747
278.1464,618.4059,323.43552,158.51651,3.4965267,46.334778,5.7824755
242.95137,853.87775,386.51224,141.02594,3.5592268,35.442196,5.431416
82.03373,1345.8624,70.21852,63.196583,3.198578,27.896078,2.5026283
212.11238,694.8325,179.29071,93.232605,1.0363052,17.37946,2.5602179
273.50833,747.56116,321.62927,127.83736,2.0302308,13.289319,4.1017113
314.0275,1162.1389,441.73056,161.94084,4.2340508,19.747997,7.213237
322.00912,290.46436,508.61032,178.51157,4.261976,2.0798159,4.986121
416.13687,381.76523,492.00195,187.96492,3.0074017,42.46171,7.117513
